69.00	69.20	0.254153
72.00	12.20	-0.036284
72.00	15.20	-0.082848
72.00	18.20	-0.136612
72.00	21.20	-0.131925
72.00	24.20	-0.067522
72.00	27.20	-0.039088
72.00	30.20	0.005025
72.00	33.20	0.006596
72.00	36.20	0.026949
72.00	39.20	0.052235
72.00	42.20	0.046224
72.00	45.20	0.057384
72.00	48.20	0.011818
72.00	51.20	0.066077
72.00	54.20	0.057723
72.00	57.20	0.052368
72.00	60.20	0.065918
72.00	63.20	0.121171
72.00	66.20	0.180676
72.00	69.20	0.282650
75.00	12.20	-0.002330
75.00	15.20	-0.093469
75.00	18.20	-0.117660
75.00	21.20	-0.136171
75.00	24.20	-0.041294
75.00	27.20	-0.079802
75.00	30.20	0.018364
75.00	33.20	0.040307
75.00	36.20	0.018685
75.00	39.20	0.046113
75.00	42.20	0.047024
75.00	45.20	0.103081
75.00	48.20	0.020689
75.00	51.20	0.066105
75.00	54.20	0.034699
75.00	57.20	0.073224
75.00	60.20	0.086829
75.00	63.20	0.102993
75.00	66.20	0.170505
75.00	69.20	0.220952
78.00	12.20	0.015679
78.00	15.20	-0.045868
78.00	18.20	-0.109502
78.00	21.20	-0.104059
78.00	24.20	-0.103397
78.00	27.20	-0.117181
78.00	30.20	0.013606
78.00	33.20	-0.005265
78.00	36.20	-0.009217
78.00	39.20	-0.002247
78.00	42.20	0.034089
78.00	45.20	0.091078
78.00	48.20	0.012752
78.00	51.20	0.045845
78.00	54.20	0.007556
78.00	57.20	0.107023
78.00	60.20	0.119316
78.00	63.20	0.117145
78.00	66.20	0.112185
78.00	69.20	0.139498
81.00	12.20	0.007880
81.00	15.20	0.010642
81.00	18.20	-0.082405
81.00	21.20	-0.079511
81.00	24.20	-0.062125
81.00	27.20	-0.099423
81.00	30.20	-0.006919
81.00	33.20	0.016472
81.00	36.20	-0.025363
81.00	39.20	-0.024094
81.00	42.20	0.026616
81.00	45.20	0.110970
81.00	48.20	0.053449
81.00	51.20	0.040176
81.00	54.20	0.025458
81.00	57.20	0.132656
81.00	60.20	0.096516
81.00	63.20	0.109882
81.00	66.20	0.069029
81.00	69.20	0.084064
84.00	12.20	0.041734
84.00	15.20	0.038346
84.00	18.20	-0.025520
84.00	21.20	-0.085579
84.00	24.20	-0.024870
84.00	27.20	-0.056959
84.00	30.20	-0.009419
84.00	33.20	0.039484
84.00	36.20	-0.013598
84.00	39.20	-0.024239
84.00	42.20	0.008162
84.00	45.20	0.119401
84.00	48.20	0.085714
84.00	51.20	0.097527
84.00	54.20	0.069699
84.00	57.20	0.135798
84.00	60.20	0.101518
84.00	63.20	0.091596
84.00	66.20	0.049378
84.00	69.20	0.030770
87.00	12.20	0.021844
87.00	15.20	0.070551
87.00	18.20	-0.015543
87.00	21.20	0.008548
87.00	24.20	0.032332
87.00	27.20	0.000388
87.00	30.20	0.024732
87.00	33.20	0.106659
87.00	36.20	0.011996
87.00	39.20	-0.024739
87.00	42.20	-0.000273
87.00	45.20	0.112990
87.00	48.20	0.123089
87.00	51.20	0.109167
87.00	54.20	0.140728
87.00	57.20	0.110273
87.00	60.20	0.144727
87.00	63.20	0.078366
87.00	66.20	0.062934
87.00	69.20	0.032720
90.00	12.20	0.037166
90.00	15.20	0.092789
90.00	18.20	0.002373
90.00	21.20	0.058551
90.00	24.20	0.047552
90.00	27.20	0.066816
90.00	30.20	0.040096
90.00	33.20	0.082598
90.00	36.20	0.003966
90.00	39.20	-0.009121
90.00	42.20	0.003519
90.00	45.20	0.117961
90.00	48.20	0.173373
90.00	51.20	0.185539
90.00	54.20	0.204342
90.00	57.20	0.127857
90.00	60.20	0.159355
90.00	63.20	0.097643
90.00	66.20	0.080804
90.00	69.20	0.075675
93.00	12.20	0.026782
93.00	15.20	0.089667
93.00	18.20	0.013787
93.00	21.20	0.104679
93.00	24.20	0.135972
93.00	27.20	0.136871
93.00	30.20	0.081496
93.00	33.20	0.078540
93.00	36.20	0.034724
93.00	39.20	0.009836
93.00	42.20	0.020012
93.00	45.20	0.111213
93.00	48.20	0.236984
93.00	51.20	0.266580
93.00	54.20	0.299058
93.00	57.20	0.168179
93.00	60.20	0.124486
93.00	63.20	0.097218
93.00	66.20	0.129134
93.00	69.20	0.151720
96.00	12.20	0.066249
96.00	15.20	0.060891
96.00	18.20	0.043657
96.00	21.20	0.077967
96.00	24.20	0.127710
96.00	27.20	0.127363
96.00	30.20	0.082232
96.00	33.20	0.082822
96.00	36.20	0.049049
96.00	39.20	0.004539
96.00	42.20	0.020210
96.00	45.20	0.118161
96.00	48.20	0.244305
96.00	51.20	0.376042
96.00	54.20	0.322593
96.00	57.20	0.147817
96.00	60.20	0.130205
96.00	63.20	0.089922
96.00	66.20	0.134116
96.00	69.20	0.165109
99.00	12.20	0.016033
99.00	15.20	0.077997
99.00	18.20	-0.003499
99.00	21.20	0.144797
99.00	24.20	0.151306
99.00	27.20	0.151362
99.00	30.20	0.062389
99.00	33.20	0.042337
99.00	36.20	0.024820
99.00	39.20	-0.002268
99.00	42.20	0.010533
99.00	45.20	0.071595
99.00	48.20	0.218717
99.00	51.20	0.360732
99.00	54.20	0.313598
99.00	57.20	0.112762
99.00	60.20	0.173386
99.00	63.20	0.094307
99.00	66.20	0.167663
99.00	69.20	0.176842
102.00	12.20	-0.012683
102.00	15.20	0.057990
102.00	18.20	0.032474
102.00	21.20	0.058260
102.00	24.20	0.098063
102.00	27.20	0.098986
102.00	30.20	0.021527
102.00	33.20	-0.007575
102.00	36.20	0.017802
102.00	39.20	-0.027266
102.00	42.20	-0.012437
102.00	45.20	0.034035
102.00	48.20	0.182151
102.00	51.20	0.330047
