Theta Phi Col1 Col2 Intensity
21.0 294.0 52719.0 47381.2 -0.11376087499999994
21.0 297.0 38929.3 47381.2 -0.233141275
21.0 300.0 40910.5 47381.2 -0.21523609999999996
21.0 303.0 35244.8 47381.2 -0.13884795000000003
21.0 306.0 61987.0 47381.2 0.045872550000000005
21.0 309.0 52667.1 47381.2 0.024911374999999996
21.0 312.0 61617.6 47381.2 0.025951124999999985
21.0 315.0 54719.0 47381.2 -0.025033625000000014
21.0 318.0 54794.1 47381.2 0.037232924999999965
21.0 321.0 61514.6 47381.2 0.051863424999999984
21.0 324.0 51756.8 47381.2 0.05595765
21.0 327.0 50331.3 47381.2 0.039584375000000005
21.0 330.0 61799.2 47381.2 0.12373232499999998
21.0 333.0 49785.6 47381.2 0.045658249999999984
21.0 336.0 39241.1 47381.2 -0.10246804999999996
21.0 339.0 52719.2 47381.2 -0.10933240000000002
21.0 342.0 46034.6 47381.2 -0.06799032499999998
21.0 345.0 46828.4 47381.2 -0.08166625
21.0 348.0 45729.1 47381.2 -0.07501327499999998
21.0 351.0 58124.7 47381.2 0.05029792500000001
21.0 354.0 38751.5 47381.2 -0.05090302499999998
21.0 357.0 46458.7 47381.2 0.04710797499999998
24.0 0.0 57820.0 45860.4 0.126786625
24.0 3.0 67015.2 45860.4 0.17534649999999996
24.0 6.0 52414.3 45860.4 0.11557527500000002
24.0 9.0 44295.5 45860.4 0.156412525
24.0 12.0 47809.0 45860.4 0.10112247499999998
24.0 15.0 39836.3 45860.4 0.16347464999999997
24.0 18.0 48618.5 45860.4 -0.08102714999999996
24.0 21.0 41106.0 45860.4 -0.12356615
24.0 24.0 50819.3 45860.4 0.005313374999999991
24.0 27.0 50819.3 45860.4 -0.08987622499999999
24.0 30.0 41886.1 45860.4 -0.08943552500000004
24.0 33.0 40718.3 45860.4 -0.04424962500000005
24.0 36.0 43003.7 45860.4 -0.02037317499999999
24.0 39.0 22076.3 45860.4 -0.22254882499999998
24.0 42.0 48814.4 45860.4 0.0322463
24.0 45.0 31968.2 45860.4 -0.06655629999999998
24.0 48.0 37999.4 45860.4 -0.02253904999999999
24.0 51.0 46294.8 45860.4 0.05002545000000002
24.0 54.0 45321.5 45860.4 0.06985187500000001
24.0 57.0 40091.4 45860.4 0.080712275
24.0 60.0 36701.8 45860.4 -0.04135842500000001
24.0 63.0 40420.8 45860.4 0.08177247499999996
24.0 66.0 37414.3 45860.4 -0.022570625000000014
24.0 69.0 48224.6 45860.4 0.05350289999999999
24.0 72.0 30993.6 45860.4 -0.07559047499999999
24.0 75.0 34107.7 45860.4 -0.11103872500000003
24.0 78.0 22269.7 45860.4 -0.19691344999999996
24.0 81.0 38935.7 45860.4 -0.017425400000000004
24.0 84.0 29619.7 45860.4 -0.03275727499999995
24.0 87.0 51981.4 45860.4 0.04989317500000002
24.0 90.0 44844.1 45860.4 0.126786625
24.0 93.0 37791.1 45860.4 0.1753465
24.0 96.0 42735.8 45860.4 0.11557527500000005
24.0 99.0 54051.6 45860.4 0.15641252499999994
24.0 102.0 50865.8 45860.4 0.10112247499999999
24.0 105.0 52136.5 45860.4 0.16347465000000003
24.0 108.0 23240.3 45860.4 -0.08102714999999998
24.0 111.0 26921.1 45860.4 -0.12356615000000003
24.0 114.0 34447.7 45860.4 0.005313374999999968
24.0 117.0 24911.3 45860.4 -0.08987622500000002
24.0 120.0 32162.3 45860.4 -0.08943552500000003
24.0 123.0 35102.2 45860.4 -0.044249625000000035
24.0 126.0 31138.4 45860.4 -0.020373175000000025
24.0 129.0 34259.7 45860.4 -0.22254882499999998
24.0 132.0 41760.3 45860.4 0.032246300000000026
24.0 135.0 39734.6 45860.4 -0.0665563
24.0 138.0 37522.1 45860.4 -0.022539049999999998
24.0 141.0 43166.2 45860.4 0.050025450000000034
24.0 144.0 48641.8 45860.4 0.069851875
24.0 147.0 43973.4 45860.4 0.080712275
24.0 150.0 34333.0 45860.4 -0.041358425
24.0 153.0 54905.3 45860.4 0.08177247499999998
24.0 156.0 41118.5 45860.4 -0.022570625000000014
24.0 159.0 42955.5 45860.4 0.0535029
24.0 162.0 24037.5 45860.4 -0.075590475
24.0 165.0 39707.1 45860.4 -0.11103872500000005
24.0 168.0 34220.5 45860.4 -0.19691344999999996
24.0 171.0 51790.1 45860.4 -0.01742539999999998
24.0 174.0 45332.4 45860.4 -0.032757274999999954
24.0 177.0 39792.5 45860.4 0.049893174999999984
24.0 180.0 53550.5 45860.4 0.12678662499999996
24.0 183.0 50955.8 45860.4 0.1753465
24.0 186.0 53478.4 45860.4 0.11557527499999998
24.0 189.0 49599.0 45860.4 0.15641252499999997
24.0 192.0 50225.4 45860.4 0.10112247499999999
24.0 195.0 60439.5 45860.4 0.16347465
24.0 198.0 49499.0 45860.4 -0.08102714999999996
24.0 201.0 34748.7 45860.4 -0.12356614999999997
24.0 204.0 46924.3 45860.4 0.005313374999999998
24.0 207.0 56548.6 45860.4 -0.089876225
24.0 210.0 49592.0 45860.4 -0.089435525
24.0 213.0 47773.2 45860.4 -0.04424962500000003
24.0 216.0 50395.0 45860.4 -0.02037317500000001
24.0 219.0 39531.9 45860.4 -0.22254882499999998
24.0 222.0 42708.1 45860.4 0.03224630000000001
24.0 225.0 50929.8 45860.4 -0.06655630000000001
24.0 228.0 57066.9 45860.4 -0.022539049999999998
24.0 231.0 44094.1 45860.4 0.05002545000000001
24.0 234.0 52013.9 45860.4 0.06985187500000001
24.0 237.0 57288.1 45860.4 0.08071227500000001
24.0 240.0 54699.5 45860.4 -0.041358425
24.0 243.0 52885.4 45860.4 0.08177247499999997
24.0 246.0 48439.6 45860.4 -0.022570625000000014
24.0 249.0 53075.7 45860.4 0.05350289999999999
24.0 252.0 44313.8 45860.4 -0.07559047499999998
24.0 255.0 44754.0 45860.4 -0.11103872500000003
24.0 258.0 52893.9 45860.4 -0.19691344999999993
24.0 261.0 52893.9 45860.4 -0.017425399999999976
24.0 264.0 48426.0 45860.4 -0.032757274999999954
24.0 267.0 47974.2 45860.4 0.049893175000000005
24.0 270.0 56390.8 45860.4 0.126786625
24.0 273.0 70307.7 45860.4 0.17534649999999996
24.0 276.0 61384.2 45860.4 0.11557527500000002
24.0 279.0 66297.8 45860.4 0.15641252499999997
24.0 282.0 53978.7 45860.4 0.10112247499999999
24.0 285.0 62354.4 45860.4 0.16347465
24.0 288.0 53673.9 45860.4 -0.08102714999999996
24.0 291.0 63849.2 45860.4 -0.12356615000000001
24.0 294.0 55243.8 45860.4 0.005313374999999976
24.0 297.0 37141.5 45860.4 -0.08987622499999999
24.0 300.0 44855.9 45860.4 -0.089435525
24.0 303.0 53363.8 45860.4 -0.04424962500000003
24.0 306.0 57852.2 45860.4 -0.02037317500000002
24.0 309.0 48096.4 45860.4 -0.222548825
24.0 312.0 54186.0 45860.4 0.0322463
24.0 315.0 48842.8 45860.4 -0.06655629999999998
24.0 318.0 46743.2 45860.4 -0.022539049999999967
24.0 321.0 56197.4 45860.4 0.050025450000000034
24.0 324.0 46403.5 45860.4 0.06985187499999998
24.0 327.0 55605.8 45860.4 0.08071227499999999
24.0 330.0 49483.9 45860.4 -0.04135842499999999
24.0 333.0 45766.1 45860.4 0.08177247499999997
24.0 336.0 49117.0 45860.4 -0.022570625
24.0 339.0 43356.8 45860.4 0.05350289999999999
24.0 342.0 68318.8 45860.4 -0.075590475
24.0 345.0 40135.9 45860.4 -0.11103872500000003
24.0 348.0 37465.1 45860.4 -0.19691344999999996
24.0 351.0 31241.8 45860.4 -0.01742539999999999
24.0 354.0 48789.2 45860.4 -0.03275727499999996
24.0 357.0 42092.2 45860.4 0.04989317500000001
27.0 0.0 61987.2 44385.0 0.13718144999999998
27.0 3.0 81884.9 44385.0 0.17249865000000006
27.0 6.0 53247.7 44385.0 0.020466625000000013
27.0 9.0 56453.1 44385.0 0.08692887500000006
27.0 12.0 35288.0 44385.0 -0.09062345000000001
27.0 15.0 57632.4 44385.0 0.163775125
27.0 18.0 48223.7 44385.0 0.01213897500000003
27.0 21.0 49257.4 44385.0 0.0357585
27.0 24.0 47222.7 44385.0 -0.003741250000000007
27.0 27.0 34823.5 44385.0 -0.14208149999999997
27.0 30.0 34865.5 44385.0 -0.22731382499999997
27.0 33.0 20424.9 44385.0 -0.29654594999999995
27.0 36.0 46276.1 44385.0 0.022786600000000008
27.0 39.0 52844.4 44385.0 0.02974947499999999
27.0 42.0 54240.6 44385.0 0.10813679999999999
27.0 45.0 35533.2 44385.0 0.023040150000000002
27.0 48.0 39968.0 44385.0 0.058755424999999986
27.0 51.0 48866.4 44385.0 0.03996000000000001
27.0 54.0 41819.1 44385.0 0.11105820000000001
27.0 57.0 38824.8 44385.0 -0.09974237499999998
27.0 60.0 30139.4 44385.0 -0.08110824999999998
27.0 63.0 42065.9 44385.0 0.04102917499999999
27.0 66.0 27409.9 44385.0 0.08574017500000002
27.0 69.0 27409.9 44385.0 0.0060545249999999886
27.0 72.0 27409.9 44385.0 -0.11703365
27.0 75.0 29103.1 44385.0 -0.05675525000000002
27.0 78.0 34437.4 44385.0 0.010168049999999968
27.0 81.0 27620.4 44385.0 -0.06723035000000002
27.0 84.0 27620.4 44385.0 -0.014384274999999998
27.0 87.0 45412.1 44385.0 0.025727849999999997
27.0 90.0 41354.5 44385.0 0.13718144999999998
27.0 93.0 41089.1 44385.0 0.17249865000000006
27.0 96.0 39549.1 44385.0 0.020466625000000006
27.0 99.0 33141.6 44385.0 0.08692887500000002
27.0 102.0 33551.0 44385.0 -0.09062345000000001
