 theta   phi  intensity
  36.0 111.0    45937.0
  36.0 114.0    56642.5
  36.0 117.0    57591.2
  36.0 120.0    68019.1
  36.0 123.0    60739.6
  36.0 126.0    67357.5
  36.0 129.0    69692.8
  36.0 132.0    80560.2
  36.0 135.0    83544.3
  36.0 138.0    71650.5
  36.0 141.0    77484.2
  36.0 144.0    73922.3
  36.0 147.0    79415.3
  36.0 150.0    97461.7
  36.0 153.0    78230.6
  36.0 156.0    76141.5
  36.0 159.0    70966.5
  36.0 162.0    79271.1
  36.0 165.0    94407.3
  36.0 168.0    71407.8
  36.0 171.0    85559.4
  36.0 174.0    81088.2
  36.0 177.0    78400.8
  36.0 180.0    85858.0
  36.0 183.0    79472.2
  36.0 186.0    93905.3
  36.0 189.0   101083.7
  36.0 192.0    92479.3
  36.0 195.0    89983.5
  36.0 198.0    82578.8
  36.0 201.0    82226.0
  36.0 204.0    82923.2
  36.0 207.0    95993.2
  36.0 210.0    92178.2
  36.0 213.0    99166.1
  36.0 216.0   112738.2
  36.0 219.0   113332.0
  36.0 222.0   115109.5
  36.0 225.0   112205.1
  36.0 228.0   110364.3
  36.0 231.0   119044.9
  36.0 234.0   118777.9
  36.0 237.0   122804.6
  36.0 240.0   118553.9
  36.0 243.0   122105.3
  36.0 246.0   118117.9
  36.0 249.0   111367.2
  36.0 252.0   119171.5
  36.0 255.0   114710.9
  36.0 258.0   119641.7
  36.0 261.0   128528.7
  36.0 264.0   119292.2
  36.0 267.0   123972.9
  36.0 270.0   119102.1
  36.0 273.0   130706.2
  36.0 276.0   124302.6
  36.0 279.0   127487.4
  36.0 282.0   130708.7
  36.0 285.0   115004.7
  36.0 288.0   121678.6
  36.0 291.0   117805.7
  36.0 294.0   118006.1
  36.0 297.0   115742.7
  36.0 300.0   115821.4
  36.0 303.0   111868.9
  36.0 306.0   102493.3
  36.0 309.0   134380.5
  36.0 312.0   112810.4
  36.0 315.0   119917.3
  36.0 318.0   123261.6
  36.0 321.0    94106.8
  36.0 324.0   109897.5
  36.0 327.0   123997.2
  36.0 330.0   100117.1
  36.0 333.0   102724.1
  36.0 336.0    96709.4
  36.0 339.0    81564.6
  36.0 342.0    97753.8
  36.0 345.0   102578.3
  36.0 348.0   100481.1
  36.0 351.0    78061.6
  36.0 354.0    82200.6
  36.0 357.0    88070.3
  39.0   0.0    91324.7
  39.0   3.0    87940.6
  39.0   6.0    87887.2
  39.0   9.0    87384.1
  39.0  12.0    86318.9
  39.0  15.0    74382.0
  39.0  18.0    66884.2
  39.0  21.0    60969.5
  39.0  24.0    68164.5
  39.0  27.0    82432.5
  39.0  30.0    74820.2
  39.0  33.0    83693.5
  39.0  36.0    71071.4
  39.0  39.0    85354.4
  39.0  42.0    96292.8
  39.0  45.0    87686.5
  39.0  48.0    83110.4
  39.0  51.0    86748.4
  39.0  54.0    86939.9
  39.0  57.0    92527.2
  39.0  60.0    75796.9
  39.0  63.0    78885.5
  39.0  66.0    79324.2
  39.0  69.0    68001.6
  39.0  72.0    75419.1
  39.0  75.0    58733.9
  39.0  78.0    46845.2
  39.0  81.0    46845.2
  39.0  84.0    56242.2
  39.0  87.0    55065.3
  39.0  90.0    66267.1
  39.0  93.0    65364.9
  39.0  96.0    71762.2
  39.0  99.0    53919.4
  39.0 102.0    59139.6
  39.0 105.0    69651.5
  39.0 108.0    64358.6
  39.0 111.0    62272.9
  39.0 114.0    71276.1
  39.0 117.0    54391.1
  39.0 120.0    60067.6
  39.0 123.0    70729.6
  39.0 126.0    74055.9
  39.0 129.0    65853.5
  39.0 132.0   100443.7
  39.0 135.0    80025.5
  39.0 138.0    74676.5
  39.0 141.0    81249.4
  39.0 144.0    83337.5
  39.0 147.0    79030.4
  39.0 150.0    80345.1
  39.0 153.0    80446.1
  39.0 156.0    77653.9
  39.0 159.0    77179.3
  39.0 162.0    89054.0
  39.0 165.0    74222.0
  39.0 168.0    73106.7
  39.0 171.0    72675.9
  39.0 174.0    73981.6
  39.0 177.0    78382.4
  39.0 180.0    72440.6
  39.0 183.0    70573.6
  39.0 186.0    94642.9
  39.0 189.0    94183.5
  39.0 192.0    91020.2
  39.0 195.0    94832.7
  39.0 198.0    91337.6
  39.0 201.0    80001.9
  39.0 204.0    82072.5
  39.0 207.0    84657.4
  39.0 210.0   104128.7
  39.0 213.0    97959.3
  39.0 216.0    97428.4
  39.0 219.0   102595.2
  39.0 222.0   117195.9
  39.0 225.0   111044.8
  39.0 228.0   114974.2
  39.0 231.0   123077.8
  39.0 234.0   124126.2
  39.0 237.0   119166.7
  39.0 240.0   132818.2
  39.0 243.0   123147.1
  39.0 246.0   129327.3
  39.0 249.0   137813.9
  39.0 252.0   123512.7
  39.0 255.0   128168.0
  39.0 258.0   116161.7
  39.0 261.0   122816.5
  39.0 264.0   104926.0
  39.0 267.0   111538.7
  39.0 270.0   120458.8
  39.0 273.0   119569.4
  39.0 276.0   123584.8
  39.0 279.0   122125.6
  39.0 282.0   122456.1
  39.0 285.0   108388.6
  39.0 288.0   126748.2
  39.0 291.0   105643.8
  39.0 294.0   105037.7
  39.0 297.0   108132.3
  39.0 300.0   104266.1
  39.0 303.0   103058.7
  39.0 306.0   103568.0
  39.0 309.0   103568.0
  39.0 312.0   103568.0
  39.0 315.0   103568.0
  39.0 318.0   103568.0
  39.0 321.0    90492.0
  39.0 324.0   110164.0
  39.0 327.0   106220.0
  39.0 330.0   106995.6
  39.0 333.0   112894.2
  39.0 336.0    93176.8
  39.0 339.0    92749.5
  39.0 342.0    91018.4
  39.0 345.0    83736.2
  39.0 348.0    77945.4
  39.0 351.0    82248.9
  39.0 354.0    74781.4
  39.0 357.0    83594.6
  42.0   0.0    74676.1
  42.0   3.0    78275.3
  42.0   6.0    76621.9
  42.0   9.0    82892.9
  42.0  12.0    63864.4
  42.0  15.0    61322.1
  42.0  18.0    63480.5
  42.0  21.0    59894.2
  42.0  24.0    68845.0
  42.0  27.0    59981.8
  42.0  30.0    62429.7
  42.0  33.0    71316.5
  42.0  36.0    59793.2
  42.0  39.0    72717.8
  42.0  42.0    75991.2
  42.0  45.0    78156.0
  42.0  48.0    87072.8
  42.0  51.0    77929.5
  42.0  54.0    76279.3
  42.0  57.0    84819.2
  42.0  60.0    55166.8
  42.0  63.0    69516.4
  42.0  66.0    57455.6
  42.0  69.0    58690.2
  42.0  72.0    48871.6
  42.0  75.0    59456.8
  42.0  78.0    49054.9
  42.0  81.0    47641.7
  42.0  84.0    56292.0
  42.0  87.0    49115.1
  42.0  90.0    45055.9
  42.0  93.0    54141.0
  42.0  96.0    61328.0
  42.0  99.0    58789.5
  42.0 102.0    42837.4
  42.0 105.0    48831.0
  42.0 108.0    52486.4
  42.0 111.0    50329.1
  42.0 114.0    58515.7
  42.0 117.0    48351.6
  42.0 120.0    58153.0
  42.0 123.0    58645.3
  42.0 126.0    56826.4
  42.0 129.0    56826.4
  42.0 132.0    68763.7
  42.0 135.0    78058.7
  42.0 138.0    78250.6
  42.0 141.0    63723.9
  42.0 144.0    82250.4
  42.0 147.0    73671.7
  42.0 150.0    70657.6
  42.0 153.0    71785.5
  42.0 156.0    64686.3
  42.0 159.0    60108.3
  42.0 162.0    74196.3
  42.0 165.0    60248.7
  42.0 168.0    70844.7
  42.0 171.0    53630.0
  42.0 174.0    62114.1
  42.0 177.0    73457.6
  42.0 180.0    60650.8
  42.0 183.0    66558.3
  42.0 186.0    75266.3
  42.0 189.0    66639.9
  42.0 192.0    67756.6
  42.0 195.0    70238.6
  42.0 198.0    66981.0
  42.0 201.0    76861.2
  42.0 204.0    87118.1
  42.0 207.0    78894.7
  42.0 210.0    88071.0
  42.0 213.0    96056.2
  42.0 216.0    98308.9
  42.0 219.0    91689.9
  42.0 222.0    93436.7
  42.0 225.0   102886.5
  42.0 228.0   112311.0
  42.0 231.0   118642.7
  42.0 234.0   101611.8
  42.0 237.0   115229.0
  42.0 240.0   119821.0
  42.0 243.0   100144.9
  42.0 246.0   103675.2
  42.0 249.0   119597.8
  42.0 252.0   124223.2
  42.0 255.0   121896.5
  42.0 258.0   122316.8
  42.0 261.0    91283.7
  42.0 264.0   122986.8
  42.0 267.0   114671.9
  42.0 270.0   116114.1
  42.0 273.0   123433.8
  42.0 276.0   121825.9
  42.0 279.0   132073.6
  42.0 282.0   122432.3
  42.0 285.0   117872.1
  42.0 288.0   114748.7
  42.0 291.0   108255.3
  42.0 294.0   118555.7
  42.0 297.0   117356.7
  42.0 300.0   110044.5
  42.0 303.0   115890.8
  42.0 306.0   117767.8
  42.0 309.0   115411.2
  42.0 312.0   109948.7
  42.0 315.0   131491.3
  42.0 318.0   124251.7
  42.0 321.0   121247.5
  42.0 324.0   122894.9
  42.0 327.0   115905.9
  42.0 330.0   117557.9
  42.0 333.0   116871.1
  42.0 336.0   112119.0
  42.0 339.0    87973.0
  42.0 342.0    93841.8
  42.0 345.0    88595.5
  42.0 348.0    91835.0
  42.0 351.0    81062.7
  42.0 354.0    81047.3
  42.0 357.0    84553.2
  45.0   0.0    79501.4
  45.0   3.0    87615.1
  45.0   6.0    85621.2
  45.0   9.0    89441.3
  45.0  12.0    65595.1
  45.0  15.0    73941.0
  45.0  18.0    82773.5
  45.0  21.0    72517.3
  45.0  24.0    76819.4
  45.0  27.0    70594.6
  45.0  30.0    73862.6
  45.0  33.0    44559.5
  45.0  36.0    67506.9
  45.0  39.0    75940.1
  45.0  42.0    70323.6
  45.0  45.0    75906.0
  45.0  48.0    75906.0
  45.0  51.0    86245.1
  45.0  54.0    72061.8
  45.0  57.0    58243.2
  45.0  60.0    73392.1
  45.0  63.0    73936.3
  45.0  66.0    57417.3
  45.0  69.0    46936.6
  45.0  72.0    54790.3
  45.0  75.0    60960.9
  45.0  78.0    65282.4
  45.0  81.0    57177.8
  45.0  84.0    61632.0
  45.0  87.0    60217.4
  45.0  90.0    61339.6
  45.0  93.0    70326.5
  45.0  96.0    67619.1
  45.0  99.0    63164.5
  45.0 102.0    66205.8
  45.0 105.0    54136.6
  45.0 108.0    53859.5
  45.0 111.0    57524.2
  45.0 114.0    61520.6
  45.0 117.0    56903.8
  45.0 120.0    58803.0
  45.0 123.0    57901.1
  45.0 126.0    55985.0
  45.0 129.0    60547.6
  45.0 132.0    58934.8
  45.0 135.0    76190.0
  45.0 138.0    57148.5
  45.0 141.0    60535.2
  45.0 144.0    63034.6
  45.0 147.0    68673.6
  45.0 150.0    64327.3
  45.0 153.0    65707.7
  45.0 156.0    54768.9
  45.0 159.0    65954.7
  45.0 162.0    57785.9
  45.0 165.0    55044.9
  45.0 168.0    65212.1
  45.0 171.0    75606.8
  45.0 174.0    62159.0
  45.0 177.0    68823.2
  45.0 180.0    62265.7
  45.0 183.0    71968.3
  45.0 186.0    73728.7
  45.0 189.0    82946.7
  45.0 192.0    82124.5
  45.0 195.0    81441.5
  45.0 198.0    66508.7
  45.0 201.0    83386.7
  45.0 204.0    84956.4
  45.0 207.0    76086.8
  45.0 210.0    87227.9
  45.0 213.0    77067.6
  45.0 216.0    90523.6
  45.0 219.0    89318.6
  45.0 222.0    89790.7
  45.0 225.0    93679.6
  45.0 228.0    98762.4
  45.0 231.0   111309.9
  45.0 234.0   104681.0
  45.0 237.0   107000.7
  45.0 240.0   125318.2
  45.0 243.0   109479.1
  45.0 246.0   106569.2
  45.0 249.0   144703.9
  45.0 252.0   108508.2
  45.0 255.0   111855.4
  45.0 258.0   121769.8
  45.0 261.0   111537.6
  45.0 264.0   124063.8
  45.0 267.0   110768.4
  45.0 270.0   124858.8
  45.0 273.0   118898.3
  45.0 276.0   127245.8
  45.0 279.0   112025.9
  45.0 282.0   119153.8
  45.0 285.0   109550.1
  45.0 288.0    99980.8
  45.0 291.0   113808.5
  45.0 294.0   107062.8
  45.0 297.0   101028.1
  45.0 300.0   104892.9
  45.0 303.0   106860.4
  45.0 306.0   101084.0
  45.0 309.0   103888.3
  45.0 312.0   103019.3
  45.0 315.0   102691.9
  45.0 318.0   117683.7
  45.0 321.0   110133.3
  45.0 324.0   109850.2
  45.0 327.0    88693.7
  45.0 330.0    96125.8
  45.0 333.0    97473.6
  45.0 336.0    79052.9
  45.0 339.0    79352.5
  45.0 342.0    80730.6
  45.0 345.0    75445.5
  45.0 348.0    76147.0
  45.0 351.0    77962.0
  45.0 354.0    73832.0
  45.0 357.0    83292.7
  48.0   0.0    81453.9
  48.0   3.0    86443.1
  48.0   6.0    81917.6
  48.0   9.0    84342.5
  48.0  12.0    72624.0
  48.0  15.0    73647.4
  48.0  18.0    74566.7
  48.0  21.0    81743.8
  48.0  24.0    73555.3
  48.0  27.0    64030.8
  48.0  30.0    55969.2
  48.0  33.0    66177.6
  48.0  36.0    44298.9
  48.0  39.0    56090.4
  48.0  42.0    70879.5
  48.0  45.0    49840.0
  48.0  48.0    55378.8
  48.0  51.0    80400.2
  48.0  54.0    53167.5
  48.0  57.0    53804.9
  48.0  60.0    51947.1
  48.0  63.0    72896.8
  48.0  66.0    55137.2
  48.0  69.0    48850.1
  48.0  72.0    43782.5
  48.0  75.0    49396.7
  48.0  78.0    56135.6
  48.0  81.0    51481.7
  48.0  84.0    48362.4
  48.0  87.0    45662.0
  48.0  90.0    57786.8
  48.0  93.0    66378.9
  48.0  96.0    74863.4
  48.0  99.0    68720.5
  48.0 102.0    71374.6
  48.0 105.0    66479.6
  48.0 108.0    50897.5
  48.0 111.0    49891.8
  48.0 114.0    43626.2
  48.0 117.0    53946.8
  48.0 120.0    44880.1
  48.0 123.0    63933.8
  48.0 126.0    53367.8
  48.0 129.0    58063.1
  48.0 132.0    61538.8
  48.0 135.0    57602.2
  48.0 138.0    67717.9
  48.0 141.0    50688.9
  48.0 144.0    52415.6
  48.0 147.0    59591.8
  48.0 150.0    57206.1
  48.0 153.0    59254.9
  48.0 156.0    56900.9
  48.0 159.0    67752.9
  48.0 162.0    55949.2
  48.0 165.0    63246.2
  48.0 168.0    55651.8
  48.0 171.0    65671.9
  48.0 174.0    67789.7
  48.0 177.0    61377.1
  48.0 180.0    75681.6
  48.0 183.0    81207.8
  48.0 186.0    71741.6
  48.0 189.0    88515.2
  48.0 192.0    80851.2
  48.0 195.0    68291.3
  48.0 198.0    77294.6
  48.0 201.0    77316.8
  48.0 204.0    86548.8
  48.0 207.0    81203.8
  48.0 210.0    91675.2
  48.0 213.0    88121.4
  48.0 216.0    85399.9
  48.0 219.0    86061.7
  48.0 222.0    87861.6
  48.0 225.0    92472.8
  48.0 228.0    98247.1
  48.0 231.0   112497.5
  48.0 234.0    99417.7
  48.0 237.0   105227.4
  48.0 240.0   120630.1
  48.0 243.0   102314.5
  48.0 246.0    95506.5
  48.0 249.0   103156.9
  48.0 252.0   105620.5
  48.0 255.0   122577.5
  48.0 258.0   120577.6
  48.0 261.0   123011.5
  48.0 264.0   123027.6
  48.0 267.0   122069.5
  48.0 270.0   118318.7
  48.0 273.0   119557.3
  48.0 276.0   132156.0
  48.0 279.0   109519.6
  48.0 282.0   123946.9
  48.0 285.0   108168.7
  48.0 288.0   113299.8
  48.0 291.0   109032.7
  48.0 294.0   104418.7
  48.0 297.0   102720.9
  48.0 300.0    98034.5
  48.0 303.0    90391.2
  48.0 306.0    84272.1
  48.0 309.0    94110.1
  48.0 312.0    94191.2
  48.0 315.0    94329.1
  48.0 318.0    83247.4
  48.0 321.0    86989.1
  48.0 324.0    89817.6
  48.0 327.0    98566.3
  48.0 330.0    91454.2
  48.0 333.0    86735.5
  48.0 336.0    82492.7
  48.0 339.0    86085.7
  48.0 342.0    78530.4
  48.0 345.0    82413.6
  48.0 348.0    91261.2
  48.0 351.0    87734.3
  48.0 354.0    84799.3
  48.0 357.0    78781.8
  51.0   0.0    73111.0
  51.0   3.0    84644.2
  51.0   6.0    90901.7
  51.0   9.0    86925.2
  51.0  12.0    75995.7
  51.0  15.0    64915.6
  51.0  18.0    64185.1
  51.0  21.0    53697.5
  51.0  24.0    51692.6
  51.0  27.0    50986.6
  51.0  30.0    45904.4
  51.0  33.0    50352.5
  51.0  36.0    58249.7
  51.0  39.0    54766.2
  51.0  42.0    61102.7
  51.0  45.0    51975.6
  51.0  48.0    47862.0
  51.0  51.0    51031.7
  51.0  54.0    47676.4
  51.0  57.0    39690.7
  51.0  60.0    54567.0
  51.0  63.0    57884.1
  51.0  66.0    48958.3
  51.0  69.0    56140.4
  51.0  72.0    50585.4
  51.0  75.0    37666.0
  51.0  78.0    45731.3
  51.0  81.0    46587.2
  51.0  84.0    47855.1
  51.0  87.0    46005.7
  51.0  90.0    62774.4
  51.0  93.0    61776.2
  51.0  96.0    62514.3
  51.0  99.0    68025.7
  51.0 102.0    81293.0
  51.0 105.0    49099.3
  51.0 108.0    42053.3
  51.0 111.0    48700.2
  51.0 114.0    42710.7
  51.0 117.0    27856.0
  51.0 120.0    42821.3
  51.0 123.0    53353.7
  51.0 126.0    53350.7
  51.0 129.0    48012.7
  51.0 132.0    56314.5
  51.0 135.0    32569.6
  51.0 138.0    50713.7
  51.0 141.0    50678.6
  51.0 144.0    48147.9
  51.0 147.0    56507.0
  51.0 150.0    53739.1
  51.0 153.0    51658.6
  51.0 156.0    49344.6
  51.0 159.0    38741.6
  51.0 162.0    46647.4
  51.0 165.0    54204.5
  51.0 168.0    41651.3
  51.0 171.0    58346.3
  51.0 174.0    55521.3
  51.0 177.0    64339.6
  51.0 180.0    57015.6
  51.0 183.0    65058.9
  51.0 186.0    72314.2
  51.0 189.0    77674.7
  51.0 192.0    69429.6
  51.0 195.0    64547.6
  51.0 198.0    63742.2
  51.0 201.0    65036.7
  51.0 204.0    61569.9
  51.0 207.0    65203.0
  51.0 210.0    69186.9
  51.0 213.0    70782.9
  51.0 216.0    78036.7
  51.0 219.0    71524.3
  51.0 222.0    83019.4
  51.0 225.0    85908.9
  51.0 228.0    77002.6
  51.0 231.0    85358.5
  51.0 234.0    84542.3
  51.0 237.0    96707.1
  51.0 240.0    98648.9
  51.0 243.0    90923.5
  51.0 246.0    91887.1
  51.0 249.0    98908.7
  51.0 252.0    96612.0
  51.0 255.0    93035.1
  51.0 258.0   104181.8
  51.0 261.0   102216.8
  51.0 264.0    96934.3
  51.0 267.0    85637.7
  51.0 270.0   100603.4
  51.0 273.0   102744.9
  51.0 276.0   116866.5
  51.0 279.0   112087.2
  51.0 282.0   114274.5
  51.0 285.0   107656.3
  51.0 288.0    93054.9
  51.0 291.0    97974.8
  51.0 294.0    90202.8
  51.0 297.0    77343.7
  51.0 300.0    88794.3
  51.0 303.0    96255.4
  51.0 306.0    93972.2
  51.0 309.0    82608.4
  51.0 312.0    69486.9
  51.0 315.0    88387.1
  51.0 318.0    76160.7
  51.0 321.0    81378.7
  51.0 324.0    84731.2
  51.0 327.0    70414.3
  51.0 330.0    79648.7
  51.0 333.0    71511.5
  51.0 336.0    64911.0
  51.0 339.0    78019.9
  51.0 342.0    73016.1
  51.0 345.0    74408.2
  51.0 348.0    77934.1
  51.0 351.0    64238.9
  51.0 354.0    81444.5
  51.0 357.0    63078.4
  54.0   0.0    74893.9
  54.0   3.0    89111.0
  54.0   6.0    88940.4
  54.0   9.0    75044.4
  54.0  12.0    69890.8
  54.0  15.0    57408.6
  54.0  18.0    54513.0
  54.0  21.0    58139.6
  54.0  24.0    53912.5
  54.0  27.0    44555.4
  54.0  30.0    45746.5
  54.0  33.0    53006.2
  54.0  36.0    47143.3
  54.0  39.0    36623.4
  54.0  42.0    43323.1
  54.0  45.0    47105.2
  54.0  48.0    45872.6
  54.0  51.0    42909.1
  54.0  54.0    38892.2
  54.0  57.0    52389.9
  54.0  60.0    29599.1
  54.0  63.0    48006.8
  54.0  66.0    39870.2
  54.0  69.0    40158.5
  54.0  72.0    31856.6
  54.0  75.0    39085.2
  54.0  78.0    43359.0
  54.0  81.0    31203.5
  54.0  84.0    62044.6
  54.0  87.0    39446.4
  54.0  90.0    50295.5
  54.0  93.0    45080.1
  54.0  96.0    47062.3
  54.0  99.0    48657.1
  54.0 102.0    54056.5
  54.0 105.0    44788.2
  54.0 108.0    33763.2
  54.0 111.0    40803.8
  54.0 114.0    40803.8
  54.0 117.0    39250.6
  54.0 120.0    39944.6
  54.0 123.0    42936.6
  54.0 126.0    38776.2
  54.0 129.0    35735.3
  54.0 132.0    51480.7
  54.0 135.0    47782.0
  54.0 138.0    48613.1
  54.0 141.0    54220.5
  54.0 144.0    31516.3
  54.0 147.0    60081.0
  54.0 150.0    36829.8
  54.0 153.0    44151.0
  54.0 156.0    45828.4
  54.0 159.0    49328.4
  54.0 162.0    51624.2
  54.0 165.0    41069.0
  54.0 168.0    41955.0
  54.0 171.0    47674.0
  54.0 174.0    50038.0
  54.0 177.0    53264.4
  54.0 180.0    51091.8
  54.0 183.0    64975.8
  54.0 186.0    64133.8
  54.0 189.0    65770.7
  54.0 192.0    68547.8
  54.0 195.0    53703.0
  54.0 198.0    64299.9
  54.0 201.0    81672.6
  54.0 204.0    64155.7
  54.0 207.0    59207.0
  54.0 210.0    65861.2
  54.0 213.0    67528.7
  54.0 216.0    79218.7
  54.0 219.0    72128.4
  54.0 222.0    81987.9
  54.0 225.0    81987.9
  54.0 228.0    81987.9
  54.0 231.0    87653.3
  54.0 234.0    72641.0
  54.0 237.0    82263.4
  54.0 240.0    88236.8
  54.0 243.0    67727.5
  54.0 246.0    94023.6
  54.0 249.0    94022.4
  54.0 252.0    86645.3
  54.0 255.0    87250.7
  54.0 258.0    94719.8
  54.0 261.0   102505.6
  54.0 264.0    93062.5
  54.0 267.0    97337.7
  54.0 270.0   112943.7
  54.0 273.0   102772.4
  54.0 276.0   108405.6
  54.0 279.0   113873.2
  54.0 282.0   113564.7
  54.0 285.0    91529.4
  54.0 288.0    88470.5
  54.0 291.0    84397.7
  54.0 294.0    82379.3
  54.0 297.0    78691.4
  54.0 300.0    95048.5
  54.0 303.0    70173.3
  54.0 306.0    76306.2
  54.0 309.0    92912.4
  54.0 312.0    61404.8
  54.0 315.0    70207.1
  54.0 318.0    70381.5
  54.0 321.0    67718.8
  54.0 324.0    68204.7
  54.0 327.0    75052.3
  54.0 330.0    70610.1
  54.0 333.0    67979.4
  54.0 336.0    64306.1
  54.0 339.0    64432.7
  54.0 342.0    47585.1
  54.0 345.0    57149.7
  54.0 348.0    55029.8
  54.0 351.0    64025.9
  54.0 354.0    58498.5
  54.0 357.0    79700.3
  57.0   0.0    59294.2
  57.0   3.0    60708.0
  57.0   6.0    64213.2
  57.0   9.0    64213.2
  57.0  12.0    53934.8
  57.0  15.0    51212.2
  57.0  18.0    52067.5
  57.0  21.0    43282.2
  57.0  24.0    42458.7
  57.0  27.0    39402.2
  57.0  30.0    39084.7
  57.0  33.0    43592.3
  57.0  36.0    33681.4
  57.0  39.0    37232.9
  57.0  42.0    40258.6
  57.0  45.0    41830.5
  57.0  48.0    46990.7
  57.0  51.0    48397.9
  57.0  54.0    44930.9
  57.0  57.0    40718.0
  57.0  60.0    39029.9
  57.0  63.0    44451.3
  57.0  66.0    37155.4
  57.0  69.0    35425.0
  57.0  72.0    35155.1
  57.0  75.0    36500.4
  57.0  78.0    34908.7
  57.0  81.0    29176.7
  57.0  84.0    34835.5
  57.0  87.0    36720.3
  57.0  90.0    43915.6
  57.0  93.0    32300.3
  57.0  96.0    42428.2
  57.0  99.0    45198.7
  57.0 102.0    48259.8
  57.0 105.0    28812.8
  57.0 108.0    42453.6
  57.0 111.0    42172.9
  57.0 114.0    29963.2
  57.0 117.0    34295.6
  57.0 120.0    36995.8
  57.0 123.0    42933.0
  57.0 126.0    38748.2
  57.0 129.0    38768.6
  57.0 132.0    39508.1
  57.0 135.0    41179.6
  57.0 138.0    44299.5
  57.0 141.0    41627.2
  57.0 144.0    41548.1
  57.0 147.0    46266.6
  57.0 150.0    36192.6
  57.0 153.0    32568.4
  57.0 156.0    57065.5
  57.0 159.0    43674.9
  57.0 162.0    34521.9
  57.0 165.0    40074.7
  57.0 168.0    38398.9
  57.0 171.0    40118.0
  57.0 174.0    42414.4
  57.0 177.0    45090.2
  57.0 180.0    48009.4
  57.0 183.0    48116.9
  57.0 186.0    43811.4
  57.0 189.0    50225.0
  57.0 192.0    53588.4
  57.0 195.0    46151.3
  57.0 198.0    52427.6
  57.0 201.0    50180.2
  57.0 204.0    48788.2
  57.0 207.0    49701.5
  57.0 210.0    52092.1
  57.0 213.0    55491.8
  57.0 216.0    50276.1
  57.0 219.0    42951.7
  57.0 222.0    60257.1
  57.0 225.0    59909.2
  57.0 228.0    65770.5
  57.0 231.0    66412.3
  57.0 234.0    70539.8
  57.0 237.0    70666.0
  57.0 240.0    62679.6
  57.0 243.0    65045.1
  57.0 246.0    73643.6
  57.0 249.0    73253.7
  57.0 252.0    63670.8
  57.0 255.0    69576.2
  57.0 258.0    75450.4
  57.0 261.0    77728.4
  57.0 264.0    76951.1
  57.0 267.0    84207.8
  57.0 270.0    81400.5
  57.0 273.0    71314.9
  57.0 276.0    71363.1
  57.0 279.0    75692.6
  57.0 282.0    72796.4
  57.0 285.0    70490.4
  57.0 288.0    72444.4
  57.0 291.0    80805.2
  57.0 294.0    71689.1
  57.0 297.0    56784.9
  57.0 300.0    59779.9
  57.0 303.0    67455.8
  57.0 306.0    63942.7
  57.0 309.0    65976.7
  57.0 312.0    54462.7
  57.0 315.0    55374.3
  57.0 318.0    64380.3
  57.0 321.0    57993.8
  57.0 324.0    70839.7
  57.0 327.0    63896.9
  57.0 330.0    55096.7
  57.0 333.0    52319.8
  57.0 336.0    56126.3
  57.0 339.0    53104.1
  57.0 342.0    47458.6
  57.0 345.0    59725.1
  57.0 348.0    59671.5
  57.0 351.0    59677.5
  57.0 354.0    59812.2
  57.0 357.0    62534.6
  60.0   0.0    55305.4
  60.0   3.0    58223.2
  60.0   6.0    46484.0
  60.0   9.0    40995.7
  60.0  12.0    42555.6
  60.0  15.0    39669.3
  60.0  18.0    48714.6
  60.0  21.0    44412.8
  60.0  24.0    39710.3
  60.0  27.0    47297.1
  60.0  30.0    38263.2
  60.0  33.0    35417.0
  60.0  36.0    32351.0
  60.0  39.0    31223.0
  60.0  42.0    43861.7
  60.0  45.0    37444.4
  60.0  48.0    35712.4
  60.0  51.0    38544.5
  60.0  54.0    47087.7
  60.0  57.0    45358.2
  60.0  60.0    42143.5
  60.0  63.0    36932.2
  60.0  66.0    32692.2
  60.0  69.0    33326.1
  60.0  72.0    37708.9
  60.0  75.0    35304.9
  60.0  78.0    35304.9
  60.0  81.0    37587.1
  60.0  84.0    39768.5
  60.0  87.0    29599.3
  60.0  90.0    30421.1
  60.0  93.0    34440.5
  60.0  96.0    35762.0
  60.0  99.0    36508.5
  60.0 102.0    33602.9
  60.0 105.0    38028.5
  60.0 108.0    35508.8
  60.0 111.0    40764.3
  60.0 114.0    36513.7
  60.0 117.0    30851.7
  60.0 120.0    28107.6
  60.0 123.0    35241.1
  60.0 126.0    29502.5
  60.0 129.0    33221.6
  60.0 132.0    32460.9
  60.0 135.0    41241.4
  60.0 138.0    42666.2
  60.0 141.0    40023.5
  60.0 144.0    34581.3
  60.0 147.0    32993.6
  60.0 150.0    44907.3
  60.0 153.0    26810.0
  60.0 156.0    27398.0
  60.0 159.0    40988.6
  60.0 162.0    40988.6
  60.0 165.0    44539.3
  60.0 168.0    32782.4
  60.0 171.0    42335.5
  60.0 174.0    41320.8
  60.0 177.0    40550.7
  60.0 180.0    39088.5
  60.0 183.0    35454.3
  60.0 186.0    39071.2
  60.0 189.0    43090.0
  60.0 192.0    45592.4
  60.0 195.0    45842.0
  60.0 198.0    43390.1
  60.0 201.0    63608.9
  60.0 204.0    37104.4
  60.0 207.0    42674.9
  60.0 210.0    49240.7
  60.0 213.0    56157.9
  60.0 216.0    52011.8
  60.0 219.0    52406.7
  60.0 222.0    60455.5
  60.0 225.0    63115.1
