 theta   phi  intensity
  36.0 108.0    55257.3
  36.0 111.0    47179.0
  36.0 114.0    52050.9
  36.0 117.0    53611.2
  36.0 120.0    48746.9
  36.0 123.0    58358.4
  36.0 126.0    60055.9
  36.0 129.0    58099.5
  36.0 132.0    67714.1
  36.0 135.0    68306.3
  36.0 138.0    68674.0
  36.0 141.0    66888.4
  36.0 144.0    67175.4
  36.0 147.0    72095.3
  36.0 150.0    76991.2
  36.0 153.0    68142.2
  36.0 156.0    67574.5
  36.0 159.0    64936.7
  36.0 162.0    65581.6
  36.0 165.0    74321.1
  36.0 168.0    65749.4
  36.0 171.0    67569.1
  36.0 174.0    70058.4
  36.0 177.0    70644.6
  36.0 180.0    71921.7
  36.0 183.0    73883.7
  36.0 186.0    76801.5
  36.0 189.0    84111.5
  36.0 192.0    78569.0
  36.0 195.0    79467.0
  36.0 198.0    81215.8
  36.0 201.0    79989.7
  36.0 204.0    68964.4
  36.0 207.0    81150.6
  36.0 210.0    86050.4
  36.0 213.0    90015.0
  36.0 216.0    90418.1
  36.0 219.0    99497.5
  36.0 222.0   102765.1
  36.0 225.0   102441.1
  36.0 228.0    99174.1
  36.0 231.0   102723.3
  36.0 234.0   101789.8
  36.0 237.0   101347.7
  36.0 240.0   106818.5
  36.0 243.0   108213.6
  36.0 246.0   112007.6
  36.0 249.0   107292.3
  36.0 252.0   110678.5
  36.0 255.0   109946.8
  36.0 258.0   107989.8
  36.0 261.0   102745.7
  36.0 264.0   107366.2
  36.0 267.0   112247.2
  36.0 270.0   106917.6
  36.0 273.0   113079.7
  36.0 276.0   106926.0
  36.0 279.0   114997.1
  36.0 282.0   110227.0
  36.0 285.0   107751.3
  36.0 288.0   109411.6
  36.0 291.0   101394.1
  36.0 294.0    99160.9
  36.0 297.0    94234.1
  36.0 300.0    99112.2
  36.0 303.0    96224.7
  36.0 306.0    96961.4
  36.0 309.0   118257.1
  36.0 312.0    98979.8
  36.0 315.0   102258.8
  36.0 318.0   101765.1
  36.0 321.0    98630.5
  36.0 324.0    98127.6
  36.0 327.0   101685.7
  36.0 330.0    90386.2
  36.0 333.0    84946.1
  36.0 336.0    79225.7
  36.0 339.0    81135.6
  36.0 342.0    86399.9
  36.0 345.0    84166.4
  36.0 348.0    90843.4
  36.0 351.0    74252.1
  36.0 354.0    77413.0
  36.0 357.0    83941.3
  39.0   0.0    77067.4
  39.0   3.0    75134.9
  39.0   6.0    80087.2
  39.0   9.0    72466.4
  39.0  12.0    71531.7
  39.0  15.0    67866.2
  39.0  18.0    63174.3
  39.0  21.0    54971.7
  39.0  24.0    60181.8
  39.0  27.0    75394.2
  39.0  30.0    67148.2
  39.0  33.0    78684.7
  39.0  36.0    65355.0
  39.0  39.0    72209.3
  39.0  42.0    73103.6
  39.0  45.0    80159.2
  39.0  48.0    76749.1
  39.0  51.0    76178.4
  39.0  54.0    71400.9
  39.0  57.0    74697.2
  39.0  60.0    72665.3
  39.0  63.0    69723.5
  39.0  66.0    57680.7
  39.0  69.0    62683.2
  39.0  72.0    62522.9
  39.0  75.0    55536.0
  39.0  78.0    53170.2
  39.0  81.0    53170.2
  39.0  84.0    46263.2
  39.0  87.0    49217.3
  39.0  90.0    51679.5
  39.0  93.0    58569.2
  39.0  96.0    64936.9
  39.0  99.0    51659.8
  39.0 102.0    46630.1
  39.0 105.0    55107.0
  39.0 108.0    46182.1
  39.0 111.0    48394.3
  39.0 114.0    57049.6
  39.0 117.0    55749.3
  39.0 120.0    57033.9
  39.0 123.0    63222.4
  39.0 126.0    62211.7
  39.0 129.0    67452.5
  39.0 132.0    75233.9
  39.0 135.0    75875.1
  39.0 138.0    71676.3
  39.0 141.0    70611.8
  39.0 144.0    75759.6
  39.0 147.0    72430.1
  39.0 150.0    73911.1
  39.0 153.0    73593.1
  39.0 156.0    64185.7
  39.0 159.0    65873.8
  39.0 162.0    73502.4
  39.0 165.0    63333.1
  39.0 168.0    65565.6
  39.0 171.0    61623.8
  39.0 174.0    70030.2
  39.0 177.0    66192.3
  39.0 180.0    67510.1
  39.0 183.0    60656.4
  39.0 186.0    80978.3
  39.0 189.0    82372.4
  39.0 192.0    77788.3
  39.0 195.0    84405.7
  39.0 198.0    76360.8
  39.0 201.0    75452.3
  39.0 204.0    77572.0
  39.0 207.0    82624.0
  39.0 210.0    82207.0
  39.0 213.0    89692.6
  39.0 216.0    90581.5
  39.0 219.0    92428.5
  39.0 222.0   102230.5
  39.0 225.0    99288.4
  39.0 228.0    99829.9
  39.0 231.0   111119.2
  39.0 234.0   113283.7
  39.0 237.0   111615.4
  39.0 240.0   115301.4
  39.0 243.0   109173.6
  39.0 246.0   107932.5
  39.0 249.0   117193.6
  39.0 252.0   108010.3
  39.0 255.0   111663.8
  39.0 258.0   110482.2
  39.0 261.0   102331.9
  39.0 264.0   102158.3
  39.0 267.0   104393.5
  39.0 270.0   105633.1
  39.0 273.0   110024.6
  39.0 276.0   107822.4
  39.0 279.0   106870.0
  39.0 282.0   109982.2
  39.0 285.0    96590.5
  39.0 288.0   106500.6
  39.0 291.0    93073.1
  39.0 294.0    93324.6
  39.0 297.0    99759.7
  39.0 300.0    97956.6
  39.0 303.0    91560.3
  39.0 306.0    93790.5
  39.0 309.0    93790.5
  39.0 312.0    93790.5
  39.0 315.0    93790.5
  39.0 318.0    93790.5
  39.0 321.0    91617.9
  39.0 324.0    97243.0
  39.0 327.0    90030.8
  39.0 330.0    99357.3
  39.0 333.0    93392.0
  39.0 336.0    90300.1
  39.0 339.0    83117.8
  39.0 342.0    79277.8
  39.0 345.0    82968.7
  39.0 348.0    67672.4
  39.0 351.0    71824.4
  39.0 354.0    69375.9
  39.0 357.0    74218.9
  42.0   0.0    63531.5
  42.0   3.0    72427.2
  42.0   6.0    67251.1
  42.0   9.0    71093.2
  42.0  12.0    59016.8
  42.0  15.0    55841.7
  42.0  18.0    56235.9
  42.0  21.0    47239.2
  42.0  24.0    56238.1
  42.0  27.0    55197.7
  42.0  30.0    55840.8
  42.0  33.0    59302.9
  42.0  36.0    54774.9
  42.0  39.0    58512.2
  42.0  42.0    66988.1
  42.0  45.0    73098.9
  42.0  48.0    73778.4
  42.0  51.0    67405.1
  42.0  54.0    69219.1
  42.0  57.0    71632.1
  42.0  60.0    62741.6
  42.0  63.0    58475.3
  42.0  66.0    47566.9
  42.0  69.0    50315.1
  42.0  72.0    45098.5
  42.0  75.0    49124.3
  42.0  78.0    47241.4
  42.0  81.0    46228.4
  42.0  84.0    44050.9
  42.0  87.0    44787.5
  42.0  90.0    43293.7
  42.0  93.0    40846.4
  42.0  96.0    49501.6
  42.0  99.0    49014.1
  42.0 102.0    42275.7
  42.0 105.0    42935.5
  42.0 108.0    43295.7
  42.0 111.0    45153.3
  42.0 114.0    44576.4
  42.0 117.0    39274.9
  42.0 120.0    50526.0
  42.0 123.0    50909.6
  42.0 126.0    54514.9
  42.0 129.0    54514.9
  42.0 132.0    56473.1
  42.0 135.0    65933.9
  42.0 138.0    69188.2
  42.0 141.0    58828.8
  42.0 144.0    67621.9
  42.0 147.0    69603.6
  42.0 150.0    62601.3
  42.0 153.0    62043.5
  42.0 156.0    54379.5
  42.0 159.0    56199.2
  42.0 162.0    59349.5
  42.0 165.0    53500.5
  42.0 168.0    56227.2
  42.0 171.0    52969.9
  42.0 174.0    55129.9
  42.0 177.0    63330.4
  42.0 180.0    54893.6
  42.0 183.0    61266.6
  42.0 186.0    68293.7
  42.0 189.0    61857.5
  42.0 192.0    62024.2
  42.0 195.0    60336.6
  42.0 198.0    59652.8
  42.0 201.0    72429.2
  42.0 204.0    70063.9
  42.0 207.0    71271.3
  42.0 210.0    81860.1
  42.0 213.0    85740.5
  42.0 216.0    83446.8
  42.0 219.0    81183.1
  42.0 222.0    86958.1
  42.0 225.0    93580.8
  42.0 228.0    96355.1
  42.0 231.0    95748.6
  42.0 234.0    96271.4
  42.0 237.0   108359.7
  42.0 240.0   105050.3
  42.0 243.0    99370.6
  42.0 246.0    99663.0
  42.0 249.0   101603.4
  42.0 252.0   104583.3
  42.0 255.0   107204.5
  42.0 258.0   103305.9
  42.0 261.0   104636.3
  42.0 264.0   106466.9
  42.0 267.0   101459.7
  42.0 270.0   100369.2
  42.0 273.0   106926.5
  42.0 276.0   105463.7
  42.0 279.0   113998.7
  42.0 282.0   108179.2
  42.0 285.0   100313.7
  42.0 288.0    90410.8
  42.0 291.0    93625.5
  42.0 294.0    99603.5
  42.0 297.0   103593.9
  42.0 300.0   102490.5
  42.0 303.0    99980.0
  42.0 306.0   101541.7
  42.0 309.0   101201.8
  42.0 312.0   103172.3
  42.0 315.0   114041.0
  42.0 318.0   106275.7
  42.0 321.0   107099.9
  42.0 324.0   107403.4
  42.0 327.0    97061.7
  42.0 330.0   104230.8
  42.0 333.0   100958.3
  42.0 336.0    96546.7
  42.0 339.0    85669.1
  42.0 342.0    81269.6
  42.0 345.0    80161.8
  42.0 348.0    72918.9
  42.0 351.0    66139.2
  42.0 354.0    71565.2
  42.0 357.0    70354.2
  45.0   0.0    65077.0
  45.0   3.0    74959.0
  45.0   6.0    75190.2
  45.0   9.0    75134.2
  45.0  12.0    63332.7
  45.0  15.0    66222.9
  45.0  18.0    71730.2
  45.0  21.0    62973.2
  45.0  24.0    67795.7
  45.0  27.0    61623.6
  45.0  30.0    63023.0
  45.0  33.0    52426.8
  45.0  36.0    60261.2
  45.0  39.0    64266.6
  45.0  42.0    61760.0
  45.0  45.0    68430.3
  45.0  48.0    68430.3
  45.0  51.0    71661.7
  45.0  54.0    64898.6
  45.0  57.0    57170.7
  45.0  60.0    61205.4
  45.0  63.0    60833.4
  45.0  66.0    49623.2
  45.0  69.0    45647.4
  45.0  72.0    44869.2
  45.0  75.0    55063.7
  45.0  78.0    57737.4
  45.0  81.0    55397.9
  45.0  84.0    48257.1
  45.0  87.0    51209.4
  45.0  90.0    57853.0
  45.0  93.0    55119.8
  45.0  96.0    58789.6
  45.0  99.0    48808.0
  45.0 102.0    54619.2
  45.0 105.0    45770.8
  45.0 108.0    44976.5
  45.0 111.0    50967.2
  45.0 114.0    49282.8
  45.0 117.0    49764.5
  45.0 120.0    48150.5
  45.0 123.0    51982.3
  45.0 126.0    46645.6
  45.0 129.0    52822.7
  45.0 132.0    54106.0
  45.0 135.0    58654.9
  45.0 138.0    51983.7
  45.0 141.0    58632.5
  45.0 144.0    55646.3
  45.0 147.0    57945.3
  45.0 150.0    57703.1
  45.0 153.0    52702.7
  45.0 156.0    50447.5
  45.0 159.0    51825.6
  45.0 162.0    48880.8
  45.0 165.0    49899.3
  45.0 168.0    56606.6
  45.0 171.0    61573.6
  45.0 174.0    58740.9
  45.0 177.0    54875.3
  45.0 180.0    63574.3
  45.0 183.0    70076.6
  45.0 186.0    64918.6
  45.0 189.0    64092.9
  45.0 192.0    73071.3
  45.0 195.0    65614.7
  45.0 198.0    65592.9
  45.0 201.0    73776.6
  45.0 204.0    71548.6
  45.0 207.0    76095.2
  45.0 210.0    77112.9
  45.0 213.0    79980.6
  45.0 216.0    79566.5
  45.0 219.0    80402.7
  45.0 222.0    85323.7
  45.0 225.0    91124.3
  45.0 228.0    93030.6
  45.0 231.0    96316.1
  45.0 234.0    94018.0
  45.0 237.0   100904.1
  45.0 240.0   102212.8
  45.0 243.0    93042.4
  45.0 246.0    88353.9
  45.0 249.0   130690.2
  45.0 252.0    98253.7
  45.0 255.0   100204.0
  45.0 258.0   106460.8
  45.0 261.0    99391.5
  45.0 264.0   107475.3
  45.0 267.0   105893.7
  45.0 270.0   106162.5
  45.0 273.0   107229.3
  45.0 276.0   107457.3
  45.0 279.0   103792.0
  45.0 282.0   104927.1
  45.0 285.0    99135.9
  45.0 288.0    93107.2
  45.0 291.0   102038.8
  45.0 294.0    99986.3
  45.0 297.0    88412.0
  45.0 300.0    89053.7
  45.0 303.0    90443.1
  45.0 306.0    85625.3
  45.0 309.0    90580.7
  45.0 312.0    96993.4
  45.0 315.0    93368.8
  45.0 318.0   105799.0
  45.0 321.0    94269.1
  45.0 324.0    96916.5
  45.0 327.0    90435.3
  45.0 330.0    87036.4
  45.0 333.0    86149.2
  45.0 336.0    75342.7
  45.0 339.0    71408.4
  45.0 342.0    69737.4
  45.0 345.0    69357.3
  45.0 348.0    69261.7
  45.0 351.0    68029.7
  45.0 354.0    66481.4
  45.0 357.0    71761.1
  48.0   0.0    74847.6
  48.0   3.0    74015.5
  48.0   6.0    77618.2
  48.0   9.0    77323.9
  48.0  12.0    71344.2
  48.0  15.0    68144.1
  48.0  18.0    65501.7
  48.0  21.0    69091.0
  48.0  24.0    60846.4
  48.0  27.0    54774.1
  48.0  30.0    55901.7
  48.0  33.0    55218.4
  48.0  36.0    45586.5
  48.0  39.0    54831.5
  48.0  42.0    58402.5
  48.0  45.0    49400.8
  48.0  48.0    54033.8
  48.0  51.0    64543.7
  48.0  54.0    47975.8
  48.0  57.0    49667.4
  48.0  60.0    50870.9
  48.0  63.0    55419.0
  48.0  66.0    46703.9
  48.0  69.0    47182.0
  48.0  72.0    34512.1
  48.0  75.0    44335.2
  48.0  78.0    44676.1
  48.0  81.0    45797.1
  48.0  84.0    38895.5
  48.0  87.0    43623.4
  48.0  90.0    55204.5
  48.0  93.0    55855.5
  48.0  96.0    67923.3
  48.0  99.0    66524.2
  48.0 102.0    52051.7
  48.0 105.0    49627.3
  48.0 108.0    49296.2
  48.0 111.0    48507.3
  48.0 114.0    46867.1
  48.0 117.0    40902.1
  48.0 120.0    43782.6
  48.0 123.0    52441.0
  48.0 126.0    47722.3
  48.0 129.0    45532.7
  48.0 132.0    45438.2
  48.0 135.0    55630.7
  48.0 138.0    52712.4
  48.0 141.0    47368.0
  48.0 144.0    48961.0
  48.0 147.0    52379.1
  48.0 150.0    51260.0
  48.0 153.0    51717.2
  48.0 156.0    48633.3
  48.0 159.0    58337.6
  48.0 162.0    47370.3
  48.0 165.0    52819.2
  48.0 168.0    53445.5
  48.0 171.0    54477.7
  48.0 174.0    60919.4
  48.0 177.0    51272.3
  48.0 180.0    58684.4
  48.0 183.0    61441.2
  48.0 186.0    67290.1
  48.0 189.0    76139.6
  48.0 192.0    69292.7
  48.0 195.0    66316.5
  48.0 198.0    67207.5
  48.0 201.0    62890.8
  48.0 204.0    73014.3
  48.0 207.0    74518.0
  48.0 210.0    84150.4
  48.0 213.0    77604.8
  48.0 216.0    78117.8
  48.0 219.0    80879.8
  48.0 222.0    77098.3
  48.0 225.0    80450.5
  48.0 228.0    88434.7
  48.0 231.0    90680.4
  48.0 234.0    84042.5
  48.0 237.0    87636.9
  48.0 240.0    97268.7
  48.0 243.0    93562.2
  48.0 246.0    93573.7
  48.0 249.0    98469.1
  48.0 252.0   103464.1
  48.0 255.0    96575.2
  48.0 258.0   102877.2
  48.0 261.0   106814.2
  48.0 264.0   109328.5
  48.0 267.0   110293.0
  48.0 270.0   103406.1
  48.0 273.0   105553.4
  48.0 276.0   107447.8
  48.0 279.0   104130.8
  48.0 282.0   103737.1
  48.0 285.0    99124.9
  48.0 288.0    96072.7
  48.0 291.0   100004.2
  48.0 294.0    96985.6
  48.0 297.0    90936.6
  48.0 300.0    85596.0
  48.0 303.0    86516.3
  48.0 306.0    84153.6
  48.0 309.0    85999.6
  48.0 312.0    82719.0
  48.0 315.0    87728.7
  48.0 318.0    77798.3
  48.0 321.0    77370.1
  48.0 324.0    79659.7
  48.0 327.0    78508.4
  48.0 330.0    80775.7
  48.0 333.0    75274.3
  48.0 336.0    73614.3
  48.0 339.0    72389.8
  48.0 342.0    65834.7
  48.0 345.0    72700.2
  48.0 348.0    81033.3
  48.0 351.0    76379.4
  48.0 354.0    73213.6
  48.0 357.0    71771.6
  51.0   0.0    65542.3
  51.0   3.0    75733.3
  51.0   6.0    83147.6
  51.0   9.0    79192.7
  51.0  12.0    67179.8
  51.0  15.0    59810.9
  51.0  18.0    57223.7
  51.0  21.0    52651.0
  51.0  24.0    46077.7
  51.0  27.0    43483.0
  51.0  30.0    42265.5
  51.0  33.0    52329.1
  51.0  36.0    45688.7
  51.0  39.0    44849.9
  51.0  42.0    47965.0
  51.0  45.0    45645.8
  51.0  48.0    43082.0
  51.0  51.0    39664.2
  51.0  54.0    38985.1
  51.0  57.0    39163.5
  51.0  60.0    42902.3
  51.0  63.0    43973.1
  51.0  66.0    40094.9
  51.0  69.0    45339.2
  51.0  72.0    37538.5
  51.0  75.0    31638.4
  51.0  78.0    41054.7
  51.0  81.0    39064.1
  51.0  84.0    37259.6
  51.0  87.0    42378.4
  51.0  90.0    48057.3
  51.0  93.0    46928.6
  51.0  96.0    58441.3
  51.0  99.0    59157.9
  51.0 102.0    67035.1
  51.0 105.0    43232.1
  51.0 108.0    36976.0
  51.0 111.0    46560.9
  51.0 114.0    32163.2
  51.0 117.0    29523.3
  51.0 120.0    35722.0
  51.0 123.0    47030.2
  51.0 126.0    39150.2
  51.0 129.0    38947.8
  51.0 132.0    41001.1
  51.0 135.0    29898.2
  51.0 138.0    45702.8
  51.0 141.0    38581.0
  51.0 144.0    39483.4
  51.0 147.0    41209.5
  51.0 150.0    45704.5
  51.0 153.0    42116.0
  51.0 156.0    40928.0
  51.0 159.0    39726.9
  51.0 162.0    43302.1
  51.0 165.0    45642.7
  51.0 168.0    34464.7
  51.0 171.0    46757.2
  51.0 174.0    47098.5
  51.0 177.0    53133.7
  51.0 180.0    54225.3
  51.0 183.0    54691.0
  51.0 186.0    65648.3
  51.0 189.0    65266.3
  51.0 192.0    60618.5
  51.0 195.0    57529.1
  51.0 198.0    56374.5
  51.0 201.0    62278.3
  51.0 204.0    55429.5
  51.0 207.0    62174.8
  51.0 210.0    58611.9
  51.0 213.0    65548.1
  51.0 216.0    67664.7
  51.0 219.0    61398.1
  51.0 222.0    68382.5
  51.0 225.0    77258.1
  51.0 228.0    68484.5
  51.0 231.0    75525.4
  51.0 234.0    79649.8
  51.0 237.0    79185.7
  51.0 240.0    80903.9
  51.0 243.0    83123.1
  51.0 246.0    82785.8
  51.0 249.0    86720.7
  51.0 252.0    84303.5
  51.0 255.0    86120.6
  51.0 258.0    90841.7
  51.0 261.0    90640.0
  51.0 264.0    88705.8
  51.0 267.0    78840.2
  51.0 270.0    90466.1
  51.0 273.0    93124.5
  51.0 276.0   102683.1
  51.0 279.0   102334.8
  51.0 282.0    99931.6
  51.0 285.0    93149.8
  51.0 288.0    91222.7
  51.0 291.0    91257.7
  51.0 294.0    81051.2
  51.0 297.0    78683.9
  51.0 300.0    79517.4
  51.0 303.0    80868.3
  51.0 306.0    80525.4
  51.0 309.0    76193.6
  51.0 312.0    67973.8
  51.0 315.0    73980.9
  51.0 318.0    64852.0
  51.0 321.0    71083.1
  51.0 324.0    68863.7
  51.0 327.0    60761.7
  51.0 330.0    71132.1
  51.0 333.0    65938.1
  51.0 336.0    65055.5
  51.0 339.0    66305.7
  51.0 342.0    62420.4
  51.0 345.0    62101.1
  51.0 348.0    66729.2
  51.0 351.0    57638.7
  51.0 354.0    65059.2
  51.0 357.0    61835.2
  54.0   0.0    65937.0
  54.0   3.0    73951.6
  54.0   6.0    75437.1
  54.0   9.0    67354.0
  54.0  12.0    63529.6
  54.0  15.0    53353.0
  54.0  18.0    49209.1
  54.0  21.0    46965.2
  54.0  24.0    44695.9
  54.0  27.0    38120.9
  54.0  30.0    33924.8
  54.0  33.0    44709.1
  54.0  36.0    36145.4
  54.0  39.0    34775.9
  54.0  42.0    43349.8
  54.0  45.0    41274.7
  54.0  48.0    38405.5
  54.0  51.0    39176.1
  54.0  54.0    37840.9
  54.0  57.0    41336.8
  54.0  60.0    27203.2
  54.0  63.0    36801.3
  54.0  66.0    38984.0
  54.0  69.0    31403.1
  54.0  72.0    30002.0
  54.0  75.0    37492.0
  54.0  78.0    33407.3
  54.0  81.0    29721.4
  54.0  84.0    25353.7
  54.0  87.0    32975.7
  54.0  90.0    43426.6
  54.0  93.0    44905.4
  54.0  96.0    45867.0
  54.0  99.0    45989.9
  54.0 102.0    40459.0
  54.0 105.0    41739.8
  54.0 108.0    35459.7
  54.0 111.0    36734.3
  54.0 114.0    36734.3
  54.0 117.0    32886.9
  54.0 120.0    36473.6
  54.0 123.0    33362.0
  54.0 126.0    31863.9
  54.0 129.0    34503.2
  54.0 132.0    36927.2
  54.0 135.0    37648.2
  54.0 138.0    39273.1
  54.0 141.0    44726.5
  54.0 144.0    37221.4
  54.0 147.0    41040.3
  54.0 150.0    36452.3
  54.0 153.0    35092.6
  54.0 156.0    38764.9
  54.0 159.0    42194.8
  54.0 162.0    42460.9
  54.0 165.0    36328.6
  54.0 168.0    34830.3
  54.0 171.0    40749.2
  54.0 174.0    45590.3
  54.0 177.0    43766.7
  54.0 180.0    43173.2
  54.0 183.0    59955.6
  54.0 186.0    60979.1
  54.0 189.0    55300.3
  54.0 192.0    59013.7
  54.0 195.0    52803.7
  54.0 198.0    55614.6
  54.0 201.0    67018.9
  54.0 204.0    54281.1
  54.0 207.0    48787.3
  54.0 210.0    54790.3
  54.0 213.0    57458.8
  54.0 216.0    66270.6
  54.0 219.0    60428.7
  54.0 222.0    68977.7
  54.0 225.0    68977.7
  54.0 228.0    68977.7
  54.0 231.0    72214.4
  54.0 234.0    68475.7
  54.0 237.0    75289.0
  54.0 240.0    79463.4
  54.0 243.0    66636.4
  54.0 246.0    77501.1
  54.0 249.0    82751.2
  54.0 252.0    81279.0
  54.0 255.0    78028.6
  54.0 258.0    78530.6
  54.0 261.0    86792.0
  54.0 264.0    81465.3
  54.0 267.0    86353.2
  54.0 270.0    87489.2
  54.0 273.0    93173.1
  54.0 276.0    94566.6
  54.0 279.0    98754.0
  54.0 282.0    91134.4
  54.0 285.0    88810.9
  54.0 288.0    83037.4
  54.0 291.0    76294.5
  54.0 294.0    70737.1
  54.0 297.0    69054.6
  54.0 300.0    71087.7
  54.0 303.0    65040.8
  54.0 306.0    66238.3
  54.0 309.0    55653.2
  54.0 312.0    56358.5
  54.0 315.0    61080.5
  54.0 318.0    63027.9
  54.0 321.0    64126.3
  54.0 324.0    60822.9
  54.0 327.0    61646.3
  54.0 330.0    59745.0
  54.0 333.0    55247.4
  54.0 336.0    54791.4
  54.0 339.0    51298.4
  54.0 342.0    50492.6
  54.0 345.0    44341.8
  54.0 348.0    44294.5
  54.0 351.0    54160.8
  54.0 354.0    55467.2
  54.0 357.0    18802.7
  57.0   0.0    51212.0
  57.0   3.0    51239.6
  57.0   6.0    55802.6
  57.0   9.0    55802.6
  57.0  12.0    46995.6
  57.0  15.0    45826.0
  57.0  18.0    46154.7
  57.0  21.0    40092.4
  57.0  24.0    38937.3
  57.0  27.0    36347.7
  57.0  30.0    35975.1
  57.0  33.0    37084.7
  57.0  36.0    31142.9
  57.0  39.0    34327.5
  57.0  42.0    36602.3
  57.0  45.0    37104.7
  57.0  48.0    41443.1
  57.0  51.0    39073.8
  57.0  54.0    37500.7
  57.0  57.0    35231.0
  57.0  60.0    37273.3
  57.0  63.0    37575.2
  57.0  66.0    29086.6
  57.0  69.0    23912.5
  57.0  72.0    32642.6
  57.0  75.0    33727.7
  57.0  78.0    33861.3
  57.0  81.0    30307.6
  57.0  84.0    32668.9
  57.0  87.0    36377.3
  57.0  90.0    34888.6
  57.0  93.0    30000.3
  57.0  96.0    35708.4
  57.0  99.0    40230.6
  57.0 102.0    34060.0
  57.0 105.0    29335.9
  57.0 108.0    35044.2
  57.0 111.0    35620.9
  57.0 114.0    26576.4
  57.0 117.0    33363.0
  57.0 120.0    33936.3
  57.0 123.0    35603.8
  57.0 126.0    27100.3
  57.0 129.0    32437.4
  57.0 132.0    38163.4
  57.0 135.0    37837.9
  57.0 138.0    38739.0
  57.0 141.0    39376.7
  57.0 144.0    37066.0
  57.0 147.0    37819.6
  57.0 150.0    33595.6
  57.0 153.0    31762.3
  57.0 156.0    31591.8
  57.0 159.0    35068.3
  57.0 162.0    32171.1
  57.0 165.0    36067.8
  57.0 168.0    36278.2
  57.0 171.0    35379.0
  57.0 174.0    37877.4
  57.0 177.0    40413.4
  57.0 180.0    37977.5
  57.0 183.0    41434.5
  57.0 186.0    38195.2
  57.0 189.0    41881.1
  57.0 192.0    46483.0
  57.0 195.0    42973.9
  57.0 198.0    44059.9
  57.0 201.0    43682.0
  57.0 204.0    41648.8
  57.0 207.0    40450.9
  57.0 210.0    44817.0
  57.0 213.0    45884.0
  57.0 216.0    49322.8
  57.0 219.0    44722.9
  57.0 222.0    52213.2
  57.0 225.0    53174.6
  57.0 228.0    57027.8
  57.0 231.0    59339.5
  57.0 234.0    61235.8
  57.0 237.0    64106.3
  57.0 240.0    56975.1
  57.0 243.0    60400.7
  57.0 246.0    62298.9
  57.0 249.0    62635.8
  57.0 252.0    62022.9
  57.0 255.0    67181.4
  57.0 258.0    67436.0
  57.0 261.0    64822.7
  57.0 264.0    63933.6
  57.0 267.0    70734.8
  57.0 270.0    70622.0
  57.0 273.0    62659.3
  57.0 276.0    69102.7
  57.0 279.0    70544.3
  57.0 282.0    68195.0
  57.0 285.0    65159.1
  57.0 288.0    63568.1
  57.0 291.0    68788.9
  57.0 294.0    57795.2
  57.0 297.0    52081.2
  57.0 300.0    54677.6
  57.0 303.0    55355.3
  57.0 306.0    56068.9
  57.0 309.0    54600.7
  57.0 312.0    52181.3
  57.0 315.0    49692.2
  57.0 318.0    55732.9
  57.0 321.0    56291.4
  57.0 324.0    64013.4
  57.0 327.0    52140.5
  57.0 330.0    46477.6
  57.0 333.0    46851.1
  57.0 336.0    44605.2
  57.0 339.0    47733.7
  57.0 342.0    46527.9
  57.0 345.0    45915.4
  57.0 348.0    47888.1
  57.0 351.0    52062.0
  57.0 354.0    50374.2
  57.0 357.0    55895.1
  60.0   0.0    45059.8
  60.0   3.0    43844.4
  60.0   6.0    42233.5
  60.0   9.0    36971.9
  60.0  12.0    35012.3
  60.0  15.0    36824.5
  60.0  18.0    40653.9
  60.0  21.0    39858.2
  60.0  24.0    35708.3
  60.0  27.0    39545.5
  60.0  30.0    33735.8
  60.0  33.0    31972.9
  60.0  36.0    29980.1
  60.0  39.0    29212.1
  60.0  42.0    36314.2
  60.0  45.0    33547.0
  60.0  48.0    38422.8
  60.0  51.0    37749.8
  60.0  54.0    35611.6
  60.0  57.0    36009.3
  60.0  60.0    36993.6
  60.0  63.0    33056.0
  60.0  66.0    28511.2
  60.0  69.0    28562.9
  60.0  72.0    31248.6
  60.0  75.0    24703.2
  60.0  78.0    24703.2
  60.0  81.0    30478.8
  60.0  84.0    33649.4
  60.0  87.0    24997.9
  60.0  90.0    26495.3
  60.0  93.0    32434.2
  60.0  96.0    31598.8
  60.0  99.0    28442.0
  60.0 102.0    26851.7
  60.0 105.0    35086.9
  60.0 108.0    32861.5
  60.0 111.0    35741.6
  60.0 114.0    25853.7
  60.0 117.0    25571.6
  60.0 120.0    30906.8
  60.0 123.0    32488.5
  60.0 126.0    26929.9
  60.0 129.0    27328.4
  60.0 132.0    27366.5
  60.0 135.0    36111.5
  60.0 138.0    33686.4
  60.0 141.0    36341.1
  60.0 144.0    34084.0
  60.0 147.0    32494.3
  60.0 150.0    38812.2
  60.0 153.0    21170.8
  60.0 156.0    22870.5
  60.0 159.0    32720.6
  60.0 162.0    32720.6
  60.0 165.0    33096.7
  60.0 168.0    32806.2
  60.0 171.0    33359.1
  60.0 174.0    36022.1
  60.0 177.0    35561.9
  60.0 180.0    31997.6
  60.0 183.0    28642.6
  60.0 186.0    32556.0
  60.0 189.0    37946.0
  60.0 192.0    41551.6
  60.0 195.0    38350.5
  60.0 198.0    36590.0
  60.0 201.0    53653.5
  60.0 204.0    35253.7
  60.0 207.0    41696.2
  60.0 210.0    39740.1
  60.0 213.0    51778.1
  60.0 216.0    46725.2
  60.0 219.0    46867.9
  60.0 222.0    54399.8
